ID	strain	group	compartment	host	tax	nifh	genome_size	genes	taxonomy
4695	AIM014982	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6640110	6363	Rhizobium spp.
4747	AIM015457	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639106	6390	Rhizobium spp.
4683	AIM014968	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6638759	6374	Rhizobium spp.
4745	AIM015452	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639031	6431	Rhizobium spp.
4688	AIM014973	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6638567	6364	Rhizobium spp.
4690	AIM014976	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639556	6371	Rhizobium spp.
4697	AIM014985	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6637142	6360	Rhizobium spp.
4698	AIM014986	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6638013	6371	Rhizobium spp.
4677	AIM014945	agbiome	Other	Rice	Rhizobium tropici	FALSE	6773891	6503	Rhizobium spp.
4687	AIM014972	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6637678	6368	Rhizobium spp.
4691	AIM014977	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6637671	6371	Rhizobium spp.
4746	AIM015456	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639120	6387	Rhizobium spp.
4692	AIM014979	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6639222	6389	Rhizobium spp.
4689	AIM014975	agbiome	Other	Wheat	Rhizobium tropici	FALSE	6634183	6397	Rhizobium spp.
4637	AIM014545	agbiome	Other	Rice	Rhizobium tropici	FALSE	7150270	6941	Rhizobium spp.
4782	AIM015759	agbiome	Other	Oats	Rhizobium tropici	FALSE	7144194	6883	Rhizobium spp.
4619	AIM014510	agbiome	Other	Cucumber	Rhizobium tropici	FALSE	6091466	5786	Rhizobium spp.
4626	AIM014523	agbiome	Other	Rice	Rhizobium tropici	FALSE	6385475	6160	Rhizobium spp.
4623	AIM014517	agbiome	Other	Rice	Rhizobium tropici	FALSE	6388970	6180	Rhizobium spp.
4621	AIM014515	agbiome	Other	Rice	Rhizobium tropici	FALSE	6388837	6165	Rhizobium spp.
4635	AIM014542	agbiome	Other	Rice	Rhizobium tropici	FALSE	6388846	6190	Rhizobium spp.
4639	AIM014548	agbiome	Other	Rice	Rhizobium tropici	FALSE	6532389	6272	Rhizobium spp.
4640	AIM014551	agbiome	Other	Rice	Rhizobium tropici	FALSE	6530792	6284	Rhizobium spp.
4633	AIM014540	agbiome	Other	Rice	Rhizobium tropici	FALSE	6531721	6285	Rhizobium spp.
4667	AIM014758	agbiome	Other	Soybean	Rhizobium tropici	FALSE	6760303	6518	Rhizobium spp.
4707	AIM015144	agbiome	Other	Rice	Rhizobium tropici	FALSE	6775638	6555	Rhizobium spp.
4673	AIM014805	agbiome	Other	Cucumber	Rhizobium tropici	FALSE	6837757	6639	Rhizobium spp.
4674	AIM014807	agbiome	Other	Cucumber	Rhizobium tropici	FALSE	6806878	6633	Rhizobium spp.
4765	AIM015604	agbiome	Other	Rice	Rhizobium tropici	FALSE	6489137	6264	Rhizobium spp.
4678	AIM014946	agbiome	Other	Rice	Rhizobium tropici	FALSE	7144347	6775	Rhizobium spp.
4609	AIM014451	agbiome	Root	Cotton	Rhizobium tropici	FALSE	7533389	7170	Rhizobium spp.
4514	AIM013259	agbiome	Insect	Insect	Rhizobium tropici	FALSE	5955673	5639	Rhizobium spp.
4512	AIM013255	agbiome	Insect	Insect	Rhizobium tropici	FALSE	5956582	5641	Rhizobium spp.
4511	AIM013254	agbiome	Insect	Insect	Rhizobium tropici	FALSE	5959712	5643	Rhizobium spp.
4486	AIM013027	agbiome	Root	Cotton	Rhizobium tropici	FALSE	5960748	5646	Rhizobium spp.
4487	AIM013029	agbiome	Root	Cotton	Rhizobium tropici	FALSE	5958277	5655	Rhizobium spp.
4489	AIM013031	agbiome	Root	Cotton	Rhizobium tropici	FALSE	5993396	5685	Rhizobium spp.
4488	AIM013030	agbiome	Root	Cotton	Rhizobium tropici	FALSE	5909036	5615	Rhizobium spp.
3407	PTD1	public	Nodule	Legume	Rhizobium tropici	FALSE	8054993	7672	Rhizobium spp.
4608	AIM014450	agbiome	Root	Cotton	Rhizobium tropici	FALSE	6332686	6032	Rhizobium spp.
4611	AIM014458	agbiome	Root	Cotton	Rhizobium tropici	FALSE	6330657	6033	Rhizobium spp.
4612	AIM014460	agbiome	Root	Cotton	Rhizobium tropici	FALSE	6333452	6030	Rhizobium spp.
4610	AIM014457	agbiome	Root	Cotton	Rhizobium tropici	FALSE	6330546	6096	Rhizobium spp.
4523	AIM013352	agbiome	Other	Corn	Rhizobium tropici	FALSE	6142726	5839	Rhizobium spp.
4484	AIM013022	agbiome	Other	Corn	Rhizobium tropici	FALSE	6557333	6322	Rhizobium spp.
4485	AIM013023	agbiome	Other	Corn	Rhizobium tropici	FALSE	6552294	6340	Rhizobium spp.
4607	AIM014449	agbiome	Root	Cotton	Rhizobium tropici	FALSE	6409876	6145	Rhizobium spp.
4649	AIM014597	agbiome	Other	Soybean	Rhizobium tropici	FALSE	6665925	6194	Rhizobium spp.
4676	AIM014938	agbiome	Other	Oats	Rhizobium tropici	FALSE	6727186	6240	Rhizobium spp.
4806	AIM016364	agbiome	Other	Other	Rhizobium tropici	FALSE	6552658	6153	Rhizobium spp.
4618	AIM014505	agbiome	Other	Cucumber	Rhizobium tropici	FALSE	6643764	6372	Rhizobium spp.
4706	AIM015139	agbiome	Other	Rice	Rhizobium tropici	FALSE	7118721	6751	Rhizobium spp.
4708	AIM015146	agbiome	Other	Rice	Rhizobium tropici	FALSE	6619608	6197	Rhizobium spp.
4669	AIM014776	agbiome	Other	Corn	Rhizobium tropici	FALSE	6927353	6512	Rhizobium spp.
4805	AIM016241	agbiome	Other	Other	Rhizobium tropici	FALSE	7006008	6588	Rhizobium spp.
4668	AIM014774	agbiome	Other	Corn	Rhizobium tropici	FALSE	6942985	6520	Rhizobium spp.
4724	AIM015243	agbiome	Other	Rice	Rhizobium tropici	FALSE	7440568	7094	Rhizobium spp.
4666	AIM014742	agbiome	Other	Cucumber	Rhizobium tropici	FALSE	7066333	6585	Rhizobium spp.
4671	AIM014791	agbiome	Other	Corn	Rhizobium tropici	FALSE	7153758	6808	Rhizobium spp.
4518	AIM013300	agbiome	Other	Corn	Rhizobium tropici	FALSE	6741617	6388	Rhizobium spp.
3335	PRF 81	public	Nodule	Legume	Rhizobium tropici	TRUE	7071507	6627	Rhizobium spp.
3028	OK036	public	Nodule	Legume	Rhizobium tropici	FALSE	7774528	7368	Rhizobium spp.
3027	YR147	public	Nodule	Legume	Rhizobium tropici	FALSE	7318924	6974	Rhizobium spp.
3412	YR635	public	Nodule	Legume	Rhizobium tropici	FALSE	7383882	6945	Rhizobium spp.
4588	AIM014276	agbiome	Other	Soybean	Rhizobium tropici	FALSE	6787050	6433	Rhizobium spp.
4320	AIM010591	agbiome	Root	Soybean	Rhizobium tropici	FALSE	6803351	6439	Rhizobium spp.
4325	AIM010641	agbiome	Root	Soybean	Rhizobium tropici	FALSE	6825524	12859	Rhizobium spp.
4367	AIM011122	agbiome	Root	Soybean	Rhizobium tropici	FALSE	7146373	6722	Rhizobium spp.
3401	OK494	public	Nodule	Legume	Rhizobium tropici	FALSE	7413247	7023	Rhizobium spp.
4363	AIM011081	agbiome	Root	Soybean	Rhizobium tropici	FALSE	6798790	6390	Rhizobium spp.
4322	AIM010601	agbiome	Root	Soybean	Rhizobium tropici	FALSE	7089626	10608	Rhizobium spp.
4364	AIM011088	agbiome	Root	Soybean	Rhizobium tropici	FALSE	6887780	6711	Rhizobium spp.
4326	AIM010647	agbiome	Root	Soybean	Rhizobium tropici	FALSE	7263664	6948	Rhizobium spp.
4324	AIM010629	agbiome	Root	Soybean	Rhizobium tropici	FALSE	7759321	7488	Rhizobium spp.
4323	AIM010613	agbiome	Root	Soybean	Rhizobium tropici	FALSE	7759216	7485	Rhizobium spp.
4321	AIM010592	agbiome	Root	Soybean	Rhizobium tropici	FALSE	7761305	7483	Rhizobium spp.
3414	YR374	public	Nodule	Legume	Rhizobium tropici	FALSE	7272481	6859	Rhizobium spp.
3000	K84	public	Nodule	Legume	Rhizobium tropici	FALSE	7273300	6835	Rhizobium spp.
3019	NBRC 13257	public	Nodule	Legume	Rhizobium tropici	FALSE	7042723	6599	Rhizobium spp.
3029	CF263	public	Nodule	Legume	Rhizobium tropici	FALSE	6667127	6236	Rhizobium spp.
3031	CF262	public	Nodule	Legume	Rhizobium tropici	FALSE	6662905	6231	Rhizobium spp.
3411	YR530	public	Nodule	Legume	Rhizobium tropici	FALSE	6992870	6574	Rhizobium spp.
4380	AIM011314	agbiome	Other	Other	Rhizobium tropici	FALSE	6974751	6622	Rhizobium spp.
4381	AIM011321	agbiome	Other	Other	Rhizobium tropici	FALSE	6976886	6615	Rhizobium spp.
4385	AIM011330	agbiome	Other	Other	Rhizobium tropici	FALSE	6973750	6630	Rhizobium spp.
4387	AIM011341	agbiome	Other	Other	Rhizobium tropici	FALSE	6972787	6631	Rhizobium spp.
4383	AIM011324	agbiome	Other	Other	Rhizobium tropici	FALSE	6969757	6640	Rhizobium spp.
4382	AIM011323	agbiome	Other	Other	Rhizobium tropici	FALSE	6967719	6646	Rhizobium spp.
4379	AIM011307	agbiome	Other	Other	Rhizobium tropici	FALSE	6969281	6651	Rhizobium spp.
4388	AIM011342	agbiome	Other	Other	Rhizobium tropici	FALSE	6967890	6649	Rhizobium spp.
4386	AIM011338	agbiome	Other	Other	Rhizobium tropici	FALSE	6965735	6670	Rhizobium spp.
4384	AIM011325	agbiome	Other	Other	Rhizobium tropici	FALSE	6948852	6714	Rhizobium spp.
3402	YR060	public	Nodule	Legume	Rhizobium tropici	FALSE	6597605	6235	Rhizobium spp.
3023	ATCC 15834	public	Nodule	Legume	Rhizobium tropici	FALSE	7056168	6682	Rhizobium spp.
3022	ATCC 15834	public	Nodule	Legume	Rhizobium tropici	FALSE	7061852	6687	Rhizobium spp.
3326	AP16	public	Nodule	Legume	Rhizobium tropici	FALSE	6495051	6122	Rhizobium spp.
3030	OV677	public	Nodule	Legume	Rhizobium tropici	FALSE	6544331	6098	Rhizobium spp.
3357	USDA 9039	public	Nodule	Legume	Rhizobium tropici	TRUE	6679728	6472	Rhizobium spp.
1008	R129_I	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6350271	5992	Rhizobium spp.
1007	R129_H	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6618052	6309	Rhizobium spp.
1013	R129_N	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6391403	6064	Rhizobium spp.
1011	R129_L	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6307011	5964	Rhizobium spp.
1024	Rg	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6565834	6267	Rhizobium spp.
3350	H152	public	Nodule	Legume	Rhizobium giardinii	FALSE	6808177	6605	Rhizobium spp.
1012	R129_M	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6044506	5773	Rhizobium spp.
1002	R129_B	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6162044	5982	Rhizobium spp.
1003	R129_C	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6328377	6024	Rhizobium spp.
1001	R129_A	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6400964	6318	Rhizobium spp.
3394	CF097	public	Nodule	Legume	Rhizobium giardinii	FALSE	6859583	6602	Rhizobium spp.
3396	YR295	public	Nodule	Legume	Rhizobium giardinii	FALSE	6450535	6098	Rhizobium spp.
3395	CF258	public	Nodule	Legume	Rhizobium giardinii	FALSE	6644329	6341	Rhizobium spp.
4830	AIM017977	agbiome	Soil	Soil	Rhizobium giardinii	FALSE	7153821	9689	Rhizobium spp.
1009	R129_J	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6238075	5954	Rhizobium spp.
2070	Root1334	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	6310811	5997	Rhizobium spp.
2077	Root73	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	6314006	6015	Rhizobium spp.
1014	R129_O	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6298605	5996	Rhizobium spp.
2063	Root1204	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	6583769	6393	Rhizobium spp.
3397	OK665	public	Nodule	Legume	Rhizobium giardinii	FALSE	6030556	5704	Rhizobium spp.
1010	R129_K	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	5502331	5216	Rhizobium spp.
4833	AIM017994	agbiome	Soil	Soil	Rhizobium giardinii	FALSE	5464587	5719	Rhizobium spp.
2071	Root483D2	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	6042950	5790	Rhizobium spp.
4527	AIM013710	agbiome	Other	Corn	Rhizobium giardinii	FALSE	6776767	6710	Rhizobium spp.
4586	AIM014272	agbiome	Other	Soybean	Rhizobium giardinii	FALSE	7054688	7073	Rhizobium spp.
1005	R129_E	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6779498	6447	Rhizobium spp.
1004	R129_D	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6659413	6442	Rhizobium spp.
4358	AIM011061	agbiome	Root	Corn	Rhizobium giardinii	FALSE	6551578	6232	Rhizobium spp.
1006	R129_F	mpipz	Root	Arabidopsis	Rhizobium giardinii	FALSE	6428896	6208	Rhizobium spp.
4391	AIM011372	agbiome	Other	Other	Rhizobium giardinii	FALSE	6217291	5887	Rhizobium spp.
4360	AIM011068	agbiome	Root	Corn	Rhizobium giardinii	FALSE	6686470	6357	Rhizobium spp.
2067	Leaf453	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	6368454	6084	Rhizobium spp.
2061	Leaf391	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	6560665	6250	Rhizobium spp.
2058	Leaf386	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	6578697	6306	Rhizobium spp.
2069	Root482	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	5260751	5014	Rhizobium spp.
4392	AIM011376	agbiome	Other	Other	Rhizobium giardinii	FALSE	5388080	5414	Rhizobium spp.
2064	Root1212	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	5345260	5021	Rhizobium spp.
2076	Root268	atsphere	Root	Arabidopsis	Rhizobium giardinii	FALSE	5345506	5030	Rhizobium spp.
2057	Leaf384	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	4881596	4411	Rhizobium spp.
2066	Leaf383	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	5014728	4574	Rhizobium spp.
2060	Leaf341	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	4656797	4201	Rhizobium spp.
2056	Leaf371	atsphere	Leaf	Arabidopsis	Rhizobium giardinii	FALSE	5085900	4623	Rhizobium spp.
4393	AIM011377	agbiome	Other	Other	Rhizobium giardinii	FALSE	5037803	4674	Rhizobium spp.
3431	1021	public	Nodule	Legume	Ensifer	TRUE	6691694	6303	Sinorhizobium
3463	2011	public	Nodule	Legume	Ensifer	TRUE	6693185	6288	Sinorhizobium
3434	BL225C	public	Nodule	Legume	Ensifer	TRUE	6978785	6604	Sinorhizobium
3476	BO21CC	public	Nodule	Legume	Ensifer	TRUE	6989037	6636	Sinorhizobium
3480	RMO17	public	Nodule	Legume	Ensifer	TRUE	6733414	6342	Sinorhizobium
3472	CIAM1775	public	Nodule	Legume	Ensifer	TRUE	6712855	6440	Sinorhizobium
3436	SM11	public	Nodule	Legume	Ensifer	TRUE	7173736	6923	Sinorhizobium
3467	MVII-I	public	Nodule	Legume	Ensifer	TRUE	7265287	7118	Sinorhizobium
3477	AK58	public	Nodule	Legume	Ensifer	TRUE	6974333	6712	Sinorhizobium
3461	GR4	public	Nodule	Legume	Ensifer	TRUE	7139558	6691	Sinorhizobium
3462	GR4	public	Nodule	Legume	Ensifer	TRUE	7141709	6701	Sinorhizobium
3475	Mlalz-1	public	Nodule	Legume	Ensifer	TRUE	6664116	6311	Sinorhizobium
3474	GVPV12	public	Nodule	Legume	Ensifer	TRUE	7076289	6723	Sinorhizobium
3473	RRl128	public	Nodule	Legume	Ensifer	TRUE	6900273	6683	Sinorhizobium
3460	Rm41	public	Nodule	Legume	Ensifer	TRUE	7149690	6814	Sinorhizobium
3481	L5-30	public	Nodule	Legume	Ensifer	TRUE	6880284	6606	Sinorhizobium
3435	AK83	public	Nodule	Legume	Ensifer	TRUE	7140471	6924	Sinorhizobium
3478	WSM1022	public	Nodule	Legume	Ensifer	TRUE	6641566	6317	Sinorhizobium
3438	CCNWSX0020	public	Nodule	Legume	Ensifer	TRUE	6977929	6761	Sinorhizobium
3465	4H41	public	Nodule	Legume	Ensifer	TRUE	6795637	6353	Sinorhizobium
3486	USDA 6670	public	Nodule	Legume	Ensifer	TRUE	6813453	6470	Sinorhizobium
3470	LMG 14919	public	Nodule	Legume	Ensifer	TRUE	6850303	6322	Sinorhizobium
3432	WSM419	public	Nodule	Legume	Ensifer	TRUE	6817576	6494	Sinorhizobium
3471	WSM4191	public	Nodule	Legume	Ensifer	TRUE	7227575	6934	Sinorhizobium
3466	WSM1115	public	Nodule	Legume	Ensifer	TRUE	6861065	6701	Sinorhizobium
3468	DI28	public	Nodule	Legume	Ensifer	TRUE	6553624	6387	Sinorhizobium
3469	WSM244	public	Nodule	Legume	Ensifer	TRUE	6650282	6417	Sinorhizobium
3488	TW10	public	Nodule	Legume	Ensifer	TRUE	6802256	6463	Sinorhizobium
3482	PC2	public	Nodule	Legume	Ensifer	TRUE	8458965	8428	Sinorhizobium
3489	WSM1721	public	Nodule	Legume	Ensifer	TRUE	6292184	5935	Sinorhizobium
3484	CCBAU 05684	public	Nodule	Legume	Ensifer	TRUE	5947537	5680	Sinorhizobium
3433	NGR234	public	Nodule	Legume	Ensifer	TRUE	6891900	6413	Sinorhizobium
3448	HH103	public	Nodule	Legume	Ensifer	TRUE	7221188	6812	Sinorhizobium
3437	GR64	public	Nodule	Legume	Ensifer	TRUE	7116765	6691	Sinorhizobium
3447	USDA 257	public	Nodule	Legume	Ensifer	TRUE	7032323	6723	Sinorhizobium
3485	BR816	public	Nodule	Legume	Ensifer	TRUE	6951533	6464	Sinorhizobium
3479	CCGM7	public	Nodule	Legume	Ensifer	TRUE	6793543	6398	Sinorhizobium
3439	CCBAU 05631	public	Nodule	Legume	Ensifer	FALSE	6271976	6031	Sinorhizobium
3490	OV14	public	Nodule	Legume	Ensifer	FALSE	7709009	7271	Sinorhizobium
2088	Root231	atsphere	Root	Arabidopsis	Ensifer	FALSE	7717186	7391	Sinorhizobium
2092	Root258	atsphere	Root	Arabidopsis	Ensifer	FALSE	7729434	7410	Sinorhizobium
2082	Root1252	atsphere	Root	Arabidopsis	Ensifer	FALSE	7722068	7410	Sinorhizobium
1021	R219_B	mpipz	Root	Arabidopsis	Ensifer	FALSE	7745714	7496	Sinorhizobium
2086	Root142	atsphere	Root	Arabidopsis	Ensifer	FALSE	7756764	7404	Sinorhizobium
2081	Root127	atsphere	Root	Arabidopsis	Ensifer	FALSE	7890716	7550	Sinorhizobium
2080	Root31	atsphere	Root	Arabidopsis	Ensifer	FALSE	8069654	7742	Sinorhizobium
3493	SD006	public	Nodule	Legume	Ensifer	FALSE	7449749	7045	Sinorhizobium
4804	AIM016224	agbiome	Soil	Other	Ensifer	FALSE	6440144	6026	Sinorhizobium
4829	AIM017956	agbiome	Soil	Soil	Ensifer	FALSE	6541281	6101	Sinorhizobium
4826	AIM017914	agbiome	Soil	Soil	Ensifer	FALSE	6495444	6117	Sinorhizobium
2085	Root1312	atsphere	Root	Arabidopsis	Ensifer	FALSE	7473610	7011	Sinorhizobium
2084	Root1298	atsphere	Root	Arabidopsis	Ensifer	FALSE	7473456	7016	Sinorhizobium
2090	Root74	atsphere	Root	Arabidopsis	Ensifer	FALSE	7480339	7018	Sinorhizobium
2089	Root954	atsphere	Root	Arabidopsis	Ensifer	FALSE	7457049	7006	Sinorhizobium
1022	R219_F1	mpipz	Root	Arabidopsis	Ensifer	FALSE	7449001	6977	Sinorhizobium
1023	R650_R4	mpipz	Root	Arabidopsis	Ensifer	FALSE	7446611	6985	Sinorhizobium
4182	AIM008704	agbiome	Other	Corn	Ensifer	FALSE	7162330	6826	Sinorhizobium
4789	AIM016030	agbiome	Soil	Corn	Ensifer	FALSE	7623798	7320	Sinorhizobium
4573	AIM014226	agbiome	Other	Other	Ensifer	FALSE	7098710	6962	Sinorhizobium
4076	AIM005455	agbiome	Root	Corn	Ensifer	FALSE	7287026	6966	Sinorhizobium
4403	AIM011773	agbiome	Root	Soybean	Ensifer	FALSE	7497107	7111	Sinorhizobium
4277	AIM010111	agbiome	Root	Soybean	Ensifer	FALSE	7437379	7173	Sinorhizobium
2087	Root558	atsphere	Root	Arabidopsis	Ensifer	FALSE	7184309	6813	Sinorhizobium
3491	Casida A	public	Nodule	Legume	Ensifer	FALSE	7242747	6881	Sinorhizobium
2083	Root423	atsphere	Root	Arabidopsis	Ensifer	FALSE	7306521	6909	Sinorhizobium
4359	AIM011064	agbiome	Root	Corn	Ensifer	FALSE	7206797	7061	Sinorhizobium
4837	AIM018161	agbiome	Soil	Other	Ensifer	FALSE	7233685	6869	Sinorhizobium
3492	ZNC0028	public	Nodule	Legume	Ensifer	FALSE	6910832	6568	Sinorhizobium
2091	Root278	atsphere	Root	Arabidopsis	Ensifer	FALSE	7095460	6718	Sinorhizobium
4162	AIM008294	agbiome	Other	Corn	Ensifer	FALSE	7304051	7064	Sinorhizobium
4345	AIM010738	agbiome	Root	Corn	Ensifer	FALSE	7605081	7273	Sinorhizobium
4792	AIM016042	agbiome	Soil	Corn	Ensifer	FALSE	7279507	7016	Sinorhizobium
4791	AIM016039	agbiome	Soil	Corn	Ensifer	FALSE	7111115	6899	Sinorhizobium
4818	AIM016698	agbiome	Soil	Corn	Ensifer	FALSE	7465359	7185	Sinorhizobium
4675	AIM014901	agbiome	Root	Other	Ensifer	FALSE	7434051	7158	Sinorhizobium
4075	AIM005449	agbiome	Root	Corn	Ensifer	FALSE	7312271	6953	Sinorhizobium
4817	AIM016696	agbiome	Soil	Corn	Ensifer	FALSE	7158974	6868	Sinorhizobium
4838	AIM018349	agbiome	Soil	Soil	Ensifer	FALSE	7367476	6992	Sinorhizobium
4722	AIM015234	agbiome	Other	Rice	Rhizobium lupini	FALSE	5342299	4972	Rhizobium spp.
4730	AIM015258	agbiome	Other	Rice	Rhizobium lupini	FALSE	5419013	5025	Rhizobium spp.
4672	AIM014796	agbiome	Other	Corn	Rhizobium lupini	FALSE	4992935	4677	Rhizobium spp.
4740	AIM015281	agbiome	Other	Rice	Rhizobium lupini	FALSE	4993203	4647	Rhizobium spp.
4679	AIM014963	agbiome	Other	Soybean	Rhizobium lupini	FALSE	5372107	4969	Rhizobium spp.
4801	AIM016166	agbiome	Other	Oats	Rhizobium lupini	FALSE	5521154	5167	Rhizobium spp.
4710	AIM015169	agbiome	Other	Rice	Rhizobium lupini	FALSE	5308037	5055	Rhizobium spp.
4752	AIM015551	agbiome	Other	Oats	Rhizobium lupini	FALSE	5135784	4787	Rhizobium spp.
4713	AIM015178	agbiome	Other	Rice	Rhizobium lupini	FALSE	5646244	5232	Rhizobium spp.
4716	AIM015192	agbiome	Other	Rice	Rhizobium lupini	FALSE	4923529	4680	Rhizobium spp.
3003	H13-3	public	Nodule	Legume	Rhizobium lupini	FALSE	5573770	5232	Rhizobium spp.
3007	5A	public	Nodule	Legume	Rhizobium lupini	FALSE	5736672	5428	Rhizobium spp.
4066	AIM005164	agbiome	Root	Soybean	Agrobacterium	FALSE	5651879	5354	Agrobacterium
4371	AIM011144	agbiome	Root	Soybean	Agrobacterium	FALSE	5834748	5567	Agrobacterium
4073	AIM005374	agbiome	Root	Soybean	Agrobacterium	FALSE	5840296	5591	Agrobacterium
4079	AIM005572	agbiome	Root	Soybean	Agrobacterium	FALSE	5753053	5492	Agrobacterium
4376	AIM011252	agbiome	Root	Soybean	Agrobacterium	FALSE	5874017	5562	Agrobacterium
4010	AIM002385	agbiome	Root	Corn	Agrobacterium	FALSE	5918796	5617	Agrobacterium
4158	AIM007830	agbiome	Other	Corn	Agrobacterium	FALSE	5804456	5498	Agrobacterium
4189	AIM008766	agbiome	Other	Corn	Agrobacterium	FALSE	5775667	5443	Agrobacterium
4424	AIM012159	agbiome	Root	Oats	Agrobacterium	FALSE	5784101	5501	Agrobacterium
4368	AIM011132	agbiome	Root	Soybean	Agrobacterium	FALSE	5764413	5490	Agrobacterium
4398	AIM011710	agbiome	Root	Corn	Agrobacterium	FALSE	5837169	5611	Agrobacterium
4418	AIM011968	agbiome	Root	Corn	Agrobacterium	FALSE	5707715	5452	Agrobacterium
4425	AIM012171	agbiome	Root	Oats	Agrobacterium	FALSE	5646942	5404	Agrobacterium
4419	AIM011970	agbiome	Root	Corn	Agrobacterium	FALSE	5757323	5543	Agrobacterium
4442	AIM012628	agbiome	Root	Oats	Agrobacterium	FALSE	5683033	5548	Agrobacterium
4132	AIM007130	agbiome	Other	Soybean	Agrobacterium	FALSE	5597809	5252	Agrobacterium
4128	AIM007112	agbiome	Other	Soybean	Agrobacterium	FALSE	5601312	5260	Agrobacterium
4103	AIM007026	agbiome	Other	Soybean	Agrobacterium	FALSE	5597906	5259	Agrobacterium
4441	AIM012624	agbiome	Root	Oats	Agrobacterium	FALSE	5756739	5473	Agrobacterium
4105	AIM007031	agbiome	Other	Soybean	Agrobacterium	FALSE	5600894	5257	Agrobacterium
4107	AIM007038	agbiome	Other	Soybean	Agrobacterium	FALSE	5598359	5254	Agrobacterium
4109	AIM007041	agbiome	Other	Soybean	Agrobacterium	FALSE	5599830	5257	Agrobacterium
4118	AIM007071	agbiome	Other	Soybean	Agrobacterium	FALSE	5597594	5258	Agrobacterium
4127	AIM007108	agbiome	Other	Soybean	Agrobacterium	FALSE	5598874	5257	Agrobacterium
4129	AIM007114	agbiome	Other	Soybean	Agrobacterium	FALSE	5599251	5256	Agrobacterium
4108	AIM007040	agbiome	Other	Soybean	Agrobacterium	FALSE	5600118	5255	Agrobacterium
4110	AIM007042	agbiome	Other	Soybean	Agrobacterium	FALSE	5599015	5254	Agrobacterium
4114	AIM007054	agbiome	Other	Soybean	Agrobacterium	FALSE	5602049	5258	Agrobacterium
4124	AIM007100	agbiome	Other	Soybean	Agrobacterium	FALSE	5601364	5253	Agrobacterium
4134	AIM007133	agbiome	Other	Soybean	Agrobacterium	FALSE	5600487	5255	Agrobacterium
4136	AIM007135	agbiome	Other	Soybean	Agrobacterium	FALSE	5598634	5260	Agrobacterium
4140	AIM007146	agbiome	Other	Soybean	Agrobacterium	FALSE	5601184	5253	Agrobacterium
4141	AIM007147	agbiome	Other	Soybean	Agrobacterium	FALSE	5599779	5258	Agrobacterium
4142	AIM007148	agbiome	Other	Soybean	Agrobacterium	FALSE	5601108	5260	Agrobacterium
4310	AIM010465	agbiome	Root	Corn	Agrobacterium	FALSE	5635378	5352	Agrobacterium
4312	AIM010467	agbiome	Root	Corn	Agrobacterium	FALSE	5634968	5351	Agrobacterium
4313	AIM010468	agbiome	Root	Corn	Agrobacterium	FALSE	5633295	5352	Agrobacterium
4115	AIM007057	agbiome	Other	Soybean	Agrobacterium	FALSE	5599316	5259	Agrobacterium
4121	AIM007088	agbiome	Other	Soybean	Agrobacterium	FALSE	5601870	5261	Agrobacterium
4135	AIM007134	agbiome	Other	Soybean	Agrobacterium	FALSE	5598596	5262	Agrobacterium
