ID	collection	procedence	GC_ID	n_contigs	tot_length	N50	N90	n_genes	quality	kingdom	phylum	class	order	family	genus	taxonomic_group	host	compartment	soil	alternative_ID	plate_position	acession_number	RSV_V2V4_ID	RSV_V5V7_ID	copy_number_16S
Pseudomonas2871	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005892_asm4704_12282014		NA	NA	NA	NA
Pseudomonas2872	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn	Root		AIM005893_asm4705_12282014		NA	NA	NA	NA
Pseudomonas2873	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis	Corn	Root		AIM005905_asm4715_12282014		NA	NA	NA	NA
Pseudomonas2874	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	Soybean	Root		AIM005909_asm4719_12282014		NA	NA	NA	NA
Pseudomonas2875	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005912_asm4722_12282014		NA	NA	NA	NA
Pseudomonas2876	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005915_asm4724_12282014		NA	NA	NA	NA
Pseudomonas2877	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005916_asm4725_12282014		NA	NA	NA	NA
Pseudomonas2878	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005917_asm4726_12282014		NA	NA	NA	NA
Pseudomonas2879	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005923_asm4732_12282014		NA	NA	NA	NA
Pseudomonas2880	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005924_asm4733_12282014		NA	NA	NA	NA
Pseudomonas2881	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn	Root		AIM005928_asm4736_12282014		NA	NA	NA	NA
Pseudomonas2882	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis	Corn	Root		AIM005929_asm4737_12282014		NA	NA	NA	NA
Pseudomonas2883	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005934_asm4741_12282014		NA	NA	NA	NA
Pseudomonas2884	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005935_asm4742_12282014		NA	NA	NA	NA
Pseudomonas2885	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005939_asm4745_12282014		NA	NA	NA	NA
Pseudomonas2886	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005940_asm4746_12282014		NA	NA	NA	NA
Pseudomonas2887	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005943_asm4749_12282014		NA	NA	NA	NA
Pseudomonas2888	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005944_asm4750_12282014		NA	NA	NA	NA
Pseudomonas2889	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005946_asm4752_12282014		NA	NA	NA	NA
Pseudomonas2890	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn	Root		AIM005949_asm4755_12282014		NA	NA	NA	NA
Pseudomonas2891	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005950_asm4756_12282014		NA	NA	NA	NA
Pseudomonas2892	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005951_asm4757_12282014		NA	NA	NA	NA
Pseudomonas2893	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005952_asm4758_12282014		NA	NA	NA	NA
Pseudomonas2894	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn	Root		AIM005954_asm4760_12282014		NA	NA	NA	NA
Pseudomonas2895	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005955_asm4761_12282014		NA	NA	NA	NA
Pseudomonas2896	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005956_asm4762_12282014		NA	NA	NA	NA
Pseudomonas2897	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005957_asm4763_12282014		NA	NA	NA	NA
Pseudomonas2898	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005958_asm4764_12282014		NA	NA	NA	NA
Pseudomonas2899	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005960_asm4766_12282014		NA	NA	NA	NA
Pseudomonas2900	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005961_asm4767_12282014		NA	NA	NA	NA
Pseudomonas2901	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn	Root		AIM005962_asm4768_12282014		NA	NA	NA	NA
Pseudomonas2902	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005963_asm4769_12282014		NA	NA	NA	NA
Pseudomonas2903	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM005965_asm4770_12282014		NA	NA	NA	NA
Pseudomonas2904	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Soybean	Root		AIM005980_asm5379_12282014		NA	NA	NA	NA
Pseudomonas2905	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Soybean	Root		AIM006000_asm5399_12282014		NA	NA	NA	NA
Pseudomonas2906	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Soybean	Root		AIM006041_asm5437_12282014		NA	NA	NA	NA
Pseudomonas2907	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Soybean	Root		AIM006048_asm5444_12282014		NA	NA	NA	NA
Pseudomonas2908	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006161_asm5460_12292014		NA	NA	NA	NA
Pseudomonas2909	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006169_asm5467_12292014		NA	NA	NA	NA
Pseudomonas2910	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006187_asm5480_12292014		NA	NA	NA	NA
Pseudomonas2911	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006188_asm5481_12292014		NA	NA	NA	NA
Pseudomonas2912	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006190_asm5483_12292014		NA	NA	NA	NA
Pseudomonas2913	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006192_asm5485_12292014		NA	NA	NA	NA
Pseudomonas2914	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006196_asm5489_12292014		NA	NA	NA	NA
Pseudomonas2915	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006199_asm5492_12292014		NA	NA	NA	NA
Pseudomonas2916	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn	Root		AIM006204_asm5496_12292014		NA	NA	NA	NA
Pseudomonas2917	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006209_asm5501_12292014		NA	NA	NA	NA
Pseudomonas2918	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis	Corn	Root		AIM006213_asm5504_12292014		NA	NA	NA	NA
Pseudomonas2919	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006223_asm5512_12292014		NA	NA	NA	NA
Pseudomonas2920	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006226_asm5515_12292014		NA	NA	NA	NA
Pseudomonas2921	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006228_asm5517_12292014		NA	NA	NA	NA
Pseudomonas2922	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006229_asm5518_12292014		NA	NA	NA	NA
Pseudomonas2923	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006232_asm5521_12292014		NA	NA	NA	NA
Pseudomonas2924	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	Corn	Root		AIM006234_asm5523_12292014		NA	NA	NA	NA
Pseudomonas2925	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis	Corn	Root		AIM006243_asm5531_12292014		NA	NA	NA	NA
Pseudomonas2926	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006354_asm5544_12292014		NA	NA	NA	NA
Pseudomonas2927	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006355_asm5545_12292014		NA	NA	NA	NA
Pseudomonas2928	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006356_asm5546_12292014		NA	NA	NA	NA
Pseudomonas2929	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006357_asm5547_12292014		NA	NA	NA	NA
Pseudomonas2930	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006358_asm5548_12292014		NA	NA	NA	NA
Pseudomonas2931	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas rhizosphaerae	Japanese Beetle	Insect		AIM006366_asm5556_12292014		NA	NA	NA	NA
Pseudomonas2932	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006368_asm5558_12292014		NA	NA	NA	NA
Pseudomonas2933	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006375_asm5565_12292014		NA	NA	NA	NA
Pseudomonas2934	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006378_asm5568_12292014		NA	NA	NA	NA
Pseudomonas2935	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006379_asm5569_12292014		NA	NA	NA	NA
Pseudomonas2936	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006382_asm5572_12292014		NA	NA	NA	NA
Pseudomonas2937	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006385_asm5575_12292014		NA	NA	NA	NA
Pseudomonas2938	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006388_asm5578_12292014		NA	NA	NA	NA
Pseudomonas2939	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006389_asm5579_12292014		NA	NA	NA	NA
Pseudomonas2940	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006394_asm5584_12292014		NA	NA	NA	NA
Pseudomonas2941	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Japanese Beetle	Insect		AIM006398_asm5588_12292014		NA	NA	NA	NA
Pseudomonas2942	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006400_asm5590_12292014		NA	NA	NA	NA
Pseudomonas2943	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006401_asm5591_12292014		NA	NA	NA	NA
Pseudomonas2944	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006402_asm5592_12292014		NA	NA	NA	NA
Pseudomonas2945	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006403_asm5593_12292014		NA	NA	NA	NA
Pseudomonas2946	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006404_asm5594_12292014		NA	NA	NA	NA
Pseudomonas2947	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006405_asm5595_12292014		NA	NA	NA	NA
Pseudomonas2948	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006406_asm5596_12292014		NA	NA	NA	NA
Pseudomonas2949	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006407_asm5597_12292014		NA	NA	NA	NA
Pseudomonas2950	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006408_asm5598_12292014		NA	NA	NA	NA
Pseudomonas2951	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006409_asm5599_12292014		NA	NA	NA	NA
Pseudomonas2952	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006410_asm5600_12292014		NA	NA	NA	NA
Pseudomonas2953	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006411_asm5601_12292014		NA	NA	NA	NA
Pseudomonas2954	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006413_asm5602_12292014		NA	NA	NA	NA
Pseudomonas2955	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006414_asm5603_12292014		NA	NA	NA	NA
Pseudomonas2956	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006415_asm5604_12292014		NA	NA	NA	NA
Pseudomonas2957	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006416_asm2101_12292014		NA	NA	NA	NA
Pseudomonas2958	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006417_asm5606_12292014		NA	NA	NA	NA
Pseudomonas2959	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006418_asm5607_12292014		NA	NA	NA	NA
Pseudomonas2960	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006419_asm5608_12292014		NA	NA	NA	NA
Pseudomonas2961	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006420_asm5609_12292014		NA	NA	NA	NA
Pseudomonas2962	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006421_asm5610_12292014		NA	NA	NA	NA
Pseudomonas2963	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006422_asm5611_12292014		NA	NA	NA	NA
Pseudomonas2964	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006423_asm5612_12292014		NA	NA	NA	NA
Pseudomonas2965	Pseudomonas	AgBiome		NA	NA	NA	NA	NA	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	Corn Root Worm	Insect		AIM006424_asm5613_12292014		NA	NA	NA	NA
